# Avida reaction execution data
# Fri Jan 13 16:44:03 2017
# First column gives the current update, all further columns give the number
# of times the particular reaction has been triggered this update.
#  1: Update
#  2: ECHO
#  3: NOT
#  4: NAND
#  5: AND
#  6: ORN
#  7: OR
#  8: ANDN
#  9: NOR
# 10: XOR
# 11: EQU

0 0 0 0 0 0 0 0 0 0 0 
100 0 0 0 0 0 0 0 0 0 0 
200 0 0 0 0 0 0 0 0 0 0 
300 0 0 0 0 0 0 0 0 0 0 
400 0 0 0 0 0 0 0 0 0 0 
500 0 0 0 0 0 0 0 0 0 0 
600 0 0 0 0 0 0 0 0 0 0 
700 0 0 0 0 0 0 0 0 0 0 
800 0 0 0 0 0 0 0 0 0 0 
900 0 0 0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 0 0 0 
1100 0 0 0 0 0 0 0 0 0 0 
1200 0 0 0 0 0 0 0 0 0 0 
1300 0 0 0 0 0 0 0 0 0 0 
1400 0 0 0 0 0 0 0 0 0 0 
1500 0 0 0 0 0 0 0 0 0 0 
1600 0 0 0 0 0 0 0 0 0 0 
1700 0 0 0 0 0 0 0 0 0 0 
1800 0 0 0 0 0 0 0 0 0 0 
1900 0 0 0 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 0 0 0 
2100 0 0 0 0 0 0 0 0 0 0 
2200 0 0 0 0 0 0 0 0 0 0 
2300 0 0 0 0 0 0 0 0 0 0 
2400 0 0 0 0 0 0 0 0 0 0 
2500 0 0 0 0 0 0 0 0 0 0 
2600 0 0 0 0 0 0 0 0 0 0 
2700 0 0 0 0 0 0 0 0 0 0 
2800 0 0 0 0 0 0 0 0 0 0 
2900 0 0 0 0 0 0 0 0 0 0 
3000 0 0 0 0 0 0 0 0 0 0 
3100 0 0 0 0 0 0 0 0 0 0 
3200 0 0 0 0 0 0 0 0 0 0 
3300 0 0 0 0 0 0 0 0 0 0 
3400 0 0 0 0 0 0 0 0 0 0 
3500 0 0 0 0 0 0 0 0 0 0 
3600 0 0 0 0 0 0 0 0 0 0 
3700 0 0 0 0 0 0 0 0 0 0 
3800 0 0 0 0 0 0 0 0 0 0 
3900 0 0 0 0 0 0 0 0 0 0 
4000 0 0 0 0 0 0 0 0 0 0 
4100 0 0 0 0 0 0 0 0 0 0 
4200 0 0 0 0 0 0 0 0 0 0 
4300 0 0 0 0 0 0 0 0 0 0 
4400 0 0 0 0 0 0 0 0 0 0 
4500 0 0 0 0 0 0 0 0 0 0 
4600 0 0 0 0 0 0 0 0 0 0 
4700 0 0 0 0 0 0 0 0 0 0 
4800 0 0 0 0 0 0 0 0 0 0 
4900 0 0 0 0 0 0 0 0 0 0 
5000 0 0 0 0 0 0 0 0 0 0 
5100 0 0 0 0 0 0 0 0 0 0 
5200 0 0 0 0 0 0 0 0 0 0 
5300 0 0 0 0 0 0 0 0 0 0 
5400 0 0 0 0 0 0 0 0 0 0 
5500 0 0 0 0 0 0 0 0 0 0 
5600 0 0 0 0 0 0 0 0 0 0 
5700 0 0 0 0 0 0 0 0 0 0 
5800 0 0 0 0 0 0 0 0 0 0 
5900 0 0 0 0 0 0 0 0 0 0 
6000 0 0 0 0 0 0 0 0 0 0 
6100 0 0 0 0 0 0 0 0 0 0 
6200 0 0 0 0 0 0 0 0 0 0 
6300 0 0 0 0 0 0 0 0 0 0 
6400 0 0 0 0 0 0 0 0 0 0 
6500 0 0 0 0 0 0 0 0 0 0 
6600 0 0 0 0 0 0 0 0 0 0 
6700 0 0 0 0 0 0 0 0 0 0 
6800 0 0 0 0 0 0 0 0 0 0 
6900 0 0 0 0 0 0 0 0 0 0 
7000 0 0 0 0 0 0 0 0 0 0 
7100 0 0 0 0 0 0 0 0 0 0 
7200 0 0 0 0 0 0 0 0 0 0 
7300 0 0 0 0 0 0 0 0 0 0 
7400 0 0 0 0 0 0 0 0 0 0 
7500 0 0 0 0 0 0 0 0 0 0 
7600 0 0 0 0 0 0 0 0 0 0 
7700 0 0 0 0 0 0 0 0 0 0 
7800 21 0 0 0 0 0 0 0 0 0 
7900 66 0 0 0 0 0 0 0 0 0 
8000 110 0 0 0 0 0 0 0 0 0 
8100 12 0 0 0 0 0 0 0 0 0 
8200 0 0 0 0 0 0 0 0 0 0 
8300 0 0 0 0 0 0 0 0 0 0 
8400 0 0 0 0 0 0 0 0 0 0 
8500 0 0 0 0 0 0 0 0 0 0 
8600 0 0 0 0 0 0 0 0 0 0 
8700 0 0 0 0 0 0 0 0 0 0 
8800 0 0 0 0 0 0 0 0 0 0 
8900 0 0 0 0 0 0 0 0 0 0 
9000 0 0 0 0 0 0 0 0 0 0 
9100 0 0 0 0 0 0 0 0 0 0 
9200 0 0 0 0 0 0 0 0 0 0 
9300 32 0 0 0 0 0 0 0 0 0 
9400 111 0 0 0 0 0 0 0 0 0 
9500 154 0 0 0 0 0 0 0 0 0 
9600 3 0 0 0 0 0 0 0 0 0 
9700 0 0 0 0 0 0 0 0 0 0 
9800 0 0 0 0 0 0 0 0 0 0 
9900 2 0 0 0 0 0 0 0 0 0 
10000 0 0 0 0 0 0 0 0 0 0 
10100 2 0 0 0 0 0 0 0 0 0 
10200 3 0 0 0 0 0 0 0 0 0 
10300 44 0 0 0 0 0 0 0 0 0 
10400 137 0 0 0 0 0 0 0 0 0 
10500 201 0 0 0 0 0 0 0 0 0 
10600 16 0 0 0 0 0 0 0 0 0 
10700 0 0 0 0 0 0 0 0 0 0 
10800 0 0 0 0 0 0 0 0 0 0 
10900 9 0 0 0 0 0 0 0 0 0 
11000 9 0 0 0 0 0 0 0 0 0 
11100 0 0 0 0 0 0 0 0 0 0 
11200 54 0 0 0 0 0 0 0 0 0 
11300 0 0 0 0 0 0 0 0 0 0 
11400 0 0 0 0 0 0 0 0 0 0 
11500 0 0 0 0 0 0 0 0 0 0 
11600 1 0 0 0 0 0 0 0 0 0 
11700 2 0 0 0 0 0 0 0 0 0 
11800 89 0 0 0 0 0 0 0 0 0 
11900 200 0 0 0 0 0 0 0 0 0 
12000 278 0 0 0 0 0 0 0 0 0 
12100 8 0 0 0 0 0 0 0 0 0 
12200 0 0 0 0 0 0 0 0 0 0 
12300 0 0 0 0 0 0 0 0 0 0 
12400 0 0 0 0 0 0 0 0 0 0 
12500 49 0 0 0 0 0 0 0 0 0 
12600 0 0 0 0 0 0 0 0 0 0 
12700 0 0 0 0 0 0 0 0 0 0 
12800 88 0 0 0 0 0 0 0 0 0 
12900 200 0 0 0 0 0 0 0 0 0 
13000 291 0 0 0 0 0 0 0 0 0 
13100 16 0 0 0 0 0 0 0 0 0 
13200 2 0 0 0 0 0 0 0 0 0 
13300 47 0 0 0 0 0 0 0 0 0 
13400 140 0 0 0 0 0 0 0 0 0 
13500 203 0 0 0 0 0 0 0 0 0 
13600 0 0 0 0 0 0 0 0 0 0 
13700 0 0 0 0 0 0 0 0 0 0 
13800 56 0 0 0 0 0 0 0 0 0 
13900 151 0 0 0 0 0 0 0 0 0 
14000 227 0 0 0 0 0 0 0 0 0 
14100 0 0 0 0 0 0 0 0 0 0 
14200 0 0 0 0 0 0 0 0 0 0 
14300 1518 0 0 0 0 0 0 0 0 0 
14400 15683 0 0 0 0 0 0 0 0 0 
14500 25045 0 0 0 0 0 0 0 0 0 
